SEX,INSR_BEGIN,INSR_END,EFFECTIVE_YR,INSR_TYPE,INSURED_VALUE,PREMIUM,OBJECT_ID,PROD_YEAR,SEATS_NUM,CARRYING_CAPACITY,TYPE_VEHICLE,CCM_TON,MAKE,USAGE,CLAIM_PAID
0,17-Jul-13,16-Jul-14,11,1202,276376.5,7328.78,5000031955,1992,2,147,Truck,11630,FIAT,General Cartage,
0,08-Jul-12,07-Jul-13,11,1202,272316.56,4936.01,5000031955,1992,2,147,Truck,11630,FIAT,General Cartage,
0,08-Jul-11,07-Jul-12,11,1202,272316.56,6115.945,5000031955,1992,2,147,Truck,11630,FIAT,General Cartage,
0,08-Jul-12,07-Jul-13,11,1202,50000,1222.69,5000031958,1992,0,141,Trailers and semitrailers,5600,FARID,General Cartage,
0,08-Jul-11,07-Jul-12,11,1202,50000,1437.551,5000031958,1992,0,141,Trailers and semitrailers,5600,FARID,General Cartage,
0,08-Jul-13,07-Jul-14,9,1202,354598.13,11098.99,5000032694,2007,26,0,Bus,4214,MITSUBISHI,Fare Paying Passengers,
0,08-Jul-12,07-Jul-13,9,1202,650000,18706.11,5000032694,2007,26,0,Bus,4214,MITSUBISHI,Fare Paying Passengers,
0,08-Jul-11,07-Jul-12,9,1202,650000,22425.65,5000032694,2007,26,0,Bus,4214,MITSUBISHI,Fare Paying Passengers,
0,01-Jul-13,30-Jun-14,6,1202,1661328.77,10393.2,5000032705,2010,1,133,Truck,11596,HOWO,Own Goods,
0,01-Jul-12,30-Jun-13,6,1202,1661328.77,10961.48,5000032705,2010,1,133,Truck,11596,HOWO,Own Goods,
0,01-Jul-11,30-Jun-12,6,1202,1661328.77,12600.917,5000032705,2010,1,133,Truck,11596,HOWO,Own Goods,
0,01-Jul-12,30-Jun-13,6,1202,1661328.77,13234.58,5000032709,2010,1,133,Truck,11596,HOWO,Own Goods,
0,01-Jul-11,30-Jun-12,6,1202,1661328.77,12600.917,5000032709,2010,1,133,Truck,11596,HOWO,Own Goods,966631.54
1,05-Oct-12,04-Oct-13,12,1201,0,609.05,5000029696,1973,4,,Automobile,1971,PEUGEOT,Private,
2,15-Jul-13,14-Jul-14,96,1201,120000,1721.75,5000029738,1984,4,,Automobile,1295,TOYOTA,Private,
2,15-Jul-12,14-Jul-13,96,1201,120000,2027.27,5000029738,1984,4,,Automobile,1295,TOYOTA,Private,
2,15-Jul-11,14-Jul-12,96,1201,50000,937.962,5000029738,1984,4,,Automobile,1295,TOYOTA,Private,
1,11-Feb-14,10-Feb-15,7,1201,0,548.05,5000030633,1975,4,,Automobile,1300,TOYOTA,Private,
1,23-Dec-12,22-Dec-13,7,1201,0,541.95,5000030633,1975,4,,Automobile,1300,TOYOTA,Private,
1,25-Nov-11,24-Nov-12,7,1201,0,541.7,5000030633,1975,4,,Automobile,1300,TOYOTA,Private,
1,12-Mar-13,11-Mar-14,6,1201,200000,3183.93,5000030637,1989,4,,Automobile,1295,TOYOTA,Private,
1,31-Oct-11,30-Oct-12,6,1201,100000,1909.42,5000030637,1989,4,,Automobile,1295,TOYOTA,Private,
0,28-Aug-13,27-Aug-14,13,1202,121000,1645.46,5000032221,1996,4,7,Pick-up,1996,MITSUBISHI,Own Goods,
0,28-Aug-12,27-Aug-13,12,1202,121000,1640.46,5000032221,1996,4,7,Pick-up,1996,MITSUBISHI,Own Goods,
0,23-Jul-11,22-Jul-12,97,1202,121000,1392.479,5000032221,1996,4,7,Pick-up,1996,MITSUBISHI,Own Goods,
0,28-Aug-13,27-Aug-14,13,1202,121000,1635.46,5000032224,1996,4,7,Pick-up,1996,MITSUBISHI,Own Goods,
0,28-Aug-12,27-Aug-13,12,1202,121000,1770.99,5000032224,1996,4,7,Pick-up,1996,MITSUBISHI,Own Goods,
0,23-Jul-11,22-Jul-12,97,1202,121000,1655.379,5000032224,1996,4,7,Pick-up,1996,MITSUBISHI,Own Goods,
0,22-Aug-13,21-Aug-14,13,1202,235000,4509.76,5000032441,1998,4,7,Pick-up,2000,MITSUBISHI,Own Goods,
0,07-Aug-13,06-Aug-14,11,1202,0,6957.75,5000032441,1998,4,7,Pick-up,2000,MITSUBISHI,Own Goods,
0,07-Aug-12,06-Aug-13,11,1202,500000,6957.75,5000032441,1998,4,7,Pick-up,2000,MITSUBISHI,Own Goods,
0,08-Jul-12,07-Jul-13,11,1202,235000,721.75,5000032441,1998,4,7,Pick-up,2000,MITSUBISHI,Own Goods,
0,07-Aug-11,06-Aug-12,11,1202,500000,6823.57,5000032441,1998,4,7,Pick-up,2000,MITSUBISHI,Own Goods,
0,08-Jul-11,06-Aug-11,11,1202,500000,373.1,5000032441,1998,4,7,Pick-up,2000,MITSUBISHI,Own Goods,
0,08-Jul-11,07-Jul-12,11,1202,235000,2910.57,5000032441,1998,4,7,Pick-up,2000,MITSUBISHI,Own Goods,
0,23-Jul-13,22-Jul-14,11,1202,235000,3379.46,5000032446,2002,4,6,Pick-up,1997,MITSUBISHI,Own Goods,
0,08-Jul-12,07-Jul-13,11,1202,235000,721.75,5000032446,2002,4,6,Pick-up,1997,MITSUBISHI,Own Goods,
0,08-Jul-11,07-Jul-12,11,1202,235000,2262.95,5000032446,2002,4,6,Pick-up,1997,MITSUBISHI,Own Goods,
0,01-Jan-14,31-Dec-14,28,1202,460000,5178.78,5000032462,2001,4,7,Pick-up,2779,TOYOTA,Own Goods,100320
0,01-Jan-13,31-Dec-13,28,1202,460000,5836.31,5000032462,2001,4,7,Pick-up,2779,TOYOTA,Own Goods,
0,01-Jan-12,31-Dec-12,28,1202,460000,7114.7,5000032462,2001,4,7,Pick-up,2779,TOYOTA,Own Goods,
0,01-Jan-14,31-Dec-14,28,1202,160000,2892.55,5000032466,1996,4,7,Pick-up,1300,TOYOTA,Own Goods,
0,01-Jan-13,31-Dec-13,28,1202,160000,3306.38,5000032466,1996,4,7,Pick-up,1300,TOYOTA,Own Goods,
0,01-Jan-12,31-Dec-12,28,1202,160000,3946.04,5000032466,1996,4,7,Pick-up,1300,TOYOTA,Own Goods,
0,01-Jan-14,31-Dec-14,28,1202,160000,2892.55,5000032471,1997,4,7,Pick-up,1812,TOYOTA,Own Goods,
0,01-Jan-13,31-Dec-13,28,1202,160000,3301.38,5000032471,1997,4,7,Pick-up,1812,TOYOTA,Own Goods,
0,01-Jan-12,31-Dec-12,28,1202,160000,3946.04,5000032471,1997,4,7,Pick-up,1812,TOYOTA,Own Goods,
0,01-Jan-14,31-Dec-14,28,1202,160000,3163.9,5000032473,1983,4,7,Pick-up,1812,TOYOTA,Own Goods,
0,01-Jan-13,31-Dec-13,28,1202,160000,3717.45,5000032473,1983,4,7,Pick-up,1812,TOYOTA,Own Goods,
0,01-Jan-12,31-Dec-12,28,1202,160000,4466.13,5000032473,1983,4,7,Pick-up,1812,TOYOTA,Own Goods,
0,01-Jan-14,31-Dec-14,28,1202,160000,3163.9,5000032477,1995,4,7,Pick-up,1812,TOYOTA,Own Goods,
0,01-Jan-13,31-Dec-13,28,1202,160000,3717.45,5000032477,1995,4,7,Pick-up,1812,TOYOTA,Own Goods,
0,01-Jan-12,31-Dec-12,28,1202,160000,4466.13,5000032477,1995,4,7,Pick-up,1812,TOYOTA,Own Goods,
0,01-Jan-14,31-Dec-14,28,1202,185000,3095.05,5000032480,1997,4,7,Pick-up,2477,MITSUBISHI,Own Goods,
0,01-Jan-13,31-Dec-13,28,1202,185000,3542.02,5000032480,1997,4,7,Pick-up,2477,MITSUBISHI,Own Goods,
0,01-Jan-12,31-Dec-12,28,1202,185000,4251.84,5000032480,1997,4,7,Pick-up,2477,MITSUBISHI,Own Goods,
0,01-Jan-14,31-Dec-14,28,1202,160000,2892.55,5000032482,1998,4,7,Pick-up,2694,TOYOTA,Own Goods,
0,01-Jan-13,31-Dec-13,28,1202,160000,3301.38,5000032482,1998,4,7,Pick-up,2694,TOYOTA,Own Goods,74305
0,01-Jan-12,31-Dec-12,28,1202,160000,3946.04,5000032482,1998,4,7,Pick-up,2694,TOYOTA,Own Goods,
0,01-Jan-14,31-Dec-14,28,1202,185000,3095.05,5000032484,1998,4,7,Pick-up,2477,MITSUBISHI,Own Goods,
0,01-Jan-13,31-Dec-13,28,1202,185000,3542.02,5000032484,1998,4,7,Pick-up,2477,MITSUBISHI,Own Goods,
0,01-Jan-12,31-Dec-12,28,1202,185000,4246.84,5000032484,1998,4,7,Pick-up,2477,MITSUBISHI,Own Goods,
0,29-Nov-12,28-Nov-13,11,1202,750000,6724.81,5000032560,2007,4,6,Pick-up,2986,TOYOTA,Own Goods,
0,23-Nov-11,22-Nov-12,11,1202,750000,7152.64,5000032560,2007,4,6,Pick-up,2986,TOYOTA,Own Goods,
0,08-Jul-11,07-Jul-12,94,1202,24000,1661.281,5000032645,1982,0,45000,Trailers and semitrailers,0,CALABRESE,General Cartage,
0,08-Jul-13,07-Jul-14,94,1202,484547.54,11709.3,5000032646,2005,1,153,Truck,0,DAEWOO,Own Goods,
0,08-Jul-12,07-Jul-13,94,1202,484547.54,11821.62,5000032646,2005,1,153,Truck,0,DAEWOO,Own Goods,
0,08-Jul-11,07-Jul-12,94,1202,484547.54,11044.209,5000032646,2005,1,153,Truck,0,DAEWOO,Own Goods,
0,01-Jul-13,30-Jun-14,6,1202,1661328.77,10393.2,5000032711,2010,1,133,Truck,11596,HOWO,Own Goods,
0,01-Jul-12,30-Jun-13,6,1202,1661328.77,10971.48,5000032711,2010,1,133,Truck,11596,HOWO,Own Goods,
0,01-Jul-11,30-Jun-12,6,1202,1661328.77,12600.917,5000032711,2010,1,133,Truck,11596,HOWO,Own Goods,
0,01-Jul-13,30-Jun-14,6,1202,1661328.77,10393.2,5000032713,2010,1,133,Truck,11596,HOWO,Own Goods,12063.6
0,01-Jul-12,30-Jun-13,6,1202,1661328.77,10961.48,5000032713,2010,1,133,Truck,11596,HOWO,Own Goods,
0,01-Jul-11,30-Jun-12,6,1202,1661328.77,12600.917,5000032713,2010,1,133,Truck,11596,HOWO,Own Goods,
0,01-Jul-13,30-Jun-14,6,1202,1661328.77,10393.2,5000032715,2010,1,133,Truck,11596,HOWO,Own Goods,
0,01-Jul-12,30-Jun-13,6,1202,1661328.77,10961.48,5000032715,2010,1,133,Truck,11596,HOWO,Own Goods,63690
0,01-Jul-11,30-Jun-12,6,1202,1661328.77,12600.917,5000032715,2010,1,133,Truck,11596,HOWO,Own Goods,
0,01-Jul-13,30-Jun-14,6,1202,1661328.77,10393.2,5000032717,2010,1,133,Truck,11596,HOWO,Own Goods,2500
0,01-Jul-12,30-Jun-13,6,1202,1661328.77,10961.48,5000032717,2010,1,133,Truck,11596,HOWO,Own Goods,
0,01-Jul-11,30-Jun-12,6,1202,1661328.77,12600.917,5000032717,2010,1,133,Truck,11596,HOWO,Own Goods,
0,01-Jul-13,30-Jun-14,6,1202,1661328.77,10393.2,5000032721,2010,1,133,Truck,11596,HOWO,Own Goods,
0,01-Jul-12,30-Jun-13,6,1202,1661328.77,10961.48,5000032721,2010,1,133,Truck,11596,HOWO,Own Goods,
0,01-Jul-11,30-Jun-12,6,1202,1661328.77,12600.917,5000032721,2010,1,133,Truck,11596,HOWO,Own Goods,
0,01-Jul-13,30-Jun-14,6,1202,1661328.77,10393.2,5000032723,2010,1,133,Truck,11596,HOWO,Own Goods,
0,01-Jul-12,30-Jun-13,6,1202,1661328.77,10961.48,5000032723,2010,1,133,Truck,11596,HOWO,Own Goods,
0,01-Jul-11,30-Jun-12,6,1202,1661328.77,12600.917,5000032723,2010,1,133,Truck,11596,HOWO,Own Goods,
0,01-Jul-13,30-Jun-14,6,1202,808502.68,4402.65,5000032813,2009,4,7,Pick-up,2494,TOYOTA,Own Goods,
0,01-Jul-12,30-Jun-13,6,1202,808502.68,4008.27,5000032813,2009,4,7,Pick-up,2494,TOYOTA,Own Goods,
0,01-Jul-11,30-Jun-12,6,1202,808502.68,4602.36,5000032813,2009,4,7,Pick-up,2494,TOYOTA,Own Goods,
0,01-Jul-13,30-Jun-14,6,1202,808502.68,5671.16,5000032814,2009,4,7,Pick-up,2986,TOYOTA,Own Goods,
0,01-Jul-12,30-Jun-13,6,1202,808502.68,5877.39,5000032814,2009,4,7,Pick-up,2986,TOYOTA,Own Goods,
0,01-Jul-11,30-Jun-12,6,1202,808502.68,5633.49,5000032814,2009,4,7,Pick-up,2986,TOYOTA,Own Goods,238091
0,01-Jul-13,30-Jun-14,6,1202,808502.68,5052.48,5000032825,2009,4,7,Pick-up,2986,TOYOTA,Own Goods,
0,01-Jul-12,30-Jun-13,6,1202,808502.68,4588.48,5000032825,2009,4,7,Pick-up,2986,TOYOTA,Own Goods,
0,01-Jul-11,30-Jun-12,6,1202,808502.68,4602.36,5000032825,2009,4,7,Pick-up,2986,TOYOTA,Own Goods,
0,01-Jul-13,30-Jun-14,6,1202,808502.68,4665.58,5000032828,2009,4,7,Pick-up,2494,TOYOTA,Own Goods,
0,01-Jul-12,30-Jun-13,6,1202,808502.68,4227.37,5000032828,2009,4,7,Pick-up,2494,TOYOTA,Own Goods,
0,01-Jul-11,30-Jun-12,6,1202,808502.68,5633.49,5000032828,2009,4,7,Pick-up,2494,TOYOTA,Own Goods,
0,01-Jul-13,30-Jun-14,6,1202,808502.68,5052.48,5000032831,2009,4,7,Pick-up,2986,TOYOTA,Own Goods,
0,01-Jul-12,30-Jun-13,6,1202,808502.68,4588.48,5000032831,2009,4,7,Pick-up,2986,TOYOTA,Own Goods,
0,01-Jul-11,30-Jun-12,6,1202,808502.68,4602.36,5000032831,2009,4,7,Pick-up,2986,TOYOTA,Own Goods,
0,01-Jul-13,30-Jun-14,6,1202,808502.68,4665.58,5000032832,2009,4,7,Pick-up,2494,TOYOTA,Own Goods,
0,01-Jul-12,30-Jun-13,6,1202,808502.68,4227.37,5000032832,2009,4,7,Pick-up,2494,TOYOTA,Own Goods,
0,01-Jul-11,30-Jun-12,6,1202,808502.68,5633.49,5000032832,2009,4,7,Pick-up,2494,TOYOTA,Own Goods,
0,01-Jul-13,30-Jun-14,6,1202,808502.68,4139.73,5000032834,2009,4,7,Pick-up,2494,TOYOTA,Own Goods,
0,01-Jul-12,30-Jun-13,6,1202,808502.68,3789.17,5000032834,2009,4,7,Pick-up,2494,TOYOTA,Own Goods,
0,01-Jul-11,30-Jun-12,6,1202,808502.68,4344.58,5000032834,2009,4,7,Pick-up,2494,TOYOTA,Own Goods,
0,08-Jul-12,07-Jul-13,11,1202,301069.32,2645.15,5000032837,2006,4,7,Pick-up,2477,MITSUBISHI,Own Goods,4500
0,08-Jul-11,07-Jul-12,11,1202,301069.32,2544.942,5000032837,2006,4,7,Pick-up,2477,MITSUBISHI,Own Goods,2875
0,08-Jul-12,07-Jul-13,11,1202,406086.96,5126.94,5000032849,2006,4,7,Pick-up,2779,TOYOTA,Own Goods,
0,08-Jul-11,07-Jul-12,11,1202,406086.96,3962.762,5000032849,2006,4,7,Pick-up,2779,TOYOTA,Own Goods,139345.96
0,01-Jul-13,30-Jun-14,6,1202,615403.52,10283.9,5000032855,2008,25,0,Bus,4214,ROZA,Own service,
0,01-Jul-12,30-Jun-13,6,1202,615403.52,8660.33,5000032855,2008,25,0,Bus,4214,ROZA,Own service,4700
0,01-Jul-11,30-Jun-12,6,1202,615403.52,8490.484,5000032855,2008,25,0,Bus,4214,ROZA,Own service,
0,08-Jul-12,07-Jul-13,11,1202,120000,2329.76,5000032856,1991,4,7,Pick-up,2477,JIEFANG,Own Goods,
0,08-Jul-11,07-Jul-12,11,1202,120000,456.412,5000032856,1991,4,7,Pick-up,2477,JIEFANG,Own Goods,
0,01-Jul-13,30-Jun-14,6,1202,615403.52,7442.65,5000032859,2008,25,0,Bus,4214,ROZA,Own service,
0,01-Jul-12,30-Jun-13,6,1202,615403.52,7848.54,5000032859,2008,25,0,Bus,4214,ROZA,Own service,8625
0,01-Jul-11,30-Jun-12,6,1202,615403.52,6725.734,5000032859,2008,25,0,Bus,4214,ROZA,Own service,
0,18-Apr-14,17-Apr-15,12,1201,2691000,39904.65,5000032861,2011,8,0,Station Wagones,4164,TOYOTA,Private,
0,18-Apr-13,17-Apr-14,12,1201,2691000,32108.57,5000032861,2011,8,0,Station Wagones,4164,TOYOTA,Private,14200
0,18-Apr-12,17-Apr-13,12,1201,2691000,39904.4,5000032861,2011,8,0,Station Wagones,4164,TOYOTA,Private,
0,01-Jul-13,30-Jun-14,6,1202,615403.52,10283.9,5000032862,2008,25,0,Bus,4214,ROZA,Own service,18466
0,01-Jul-12,30-Jun-13,6,1202,615403.52,7848.54,5000032862,2008,25,0,Bus,4214,ROZA,Own service,5635
0,01-Jul-11,30-Jun-12,6,1202,615403.52,6725.734,5000032862,2008,25,0,Bus,4214,ROZA,Own service,
0,09-Dec-11,08-Dec-12,12,1202,745159,13909.94,5000032872,1981,1,66.6,Truck,6925,RENAULT,Own Goods,
1,03-Oct-13,02-Oct-14,13,1201,0,541.95,5000029668,1981,4,,Automobile,1285,VOLKSWAGON,Private,
2,20-Jul-12,19-Jul-13,6,1201,0,707.39,5000029668,1981,4,,Automobile,1285,VOLKSWAGON,Private,
2,20-Jul-11,19-Jul-12,6,1201,0,506.09,5000029668,1981,4,,Automobile,1285,VOLKSWAGON,Private,
0,08-Aug-13,07-Aug-14,11,1202,234992.32,3657.57,5000029875,2008,4,6,Pick-up,2400,TOYOTA,Own Goods,
0,08-Aug-12,07-Aug-13,11,1202,234992.32,3652.57,5000029875,2008,4,6,Pick-up,2400,TOYOTA,Own Goods,
0,08-Aug-11,07-Aug-12,11,1202,234992.32,3487.265,5000029875,2008,4,6,Pick-up,2400,TOYOTA,Own Goods,4763.55
0,08-Jul-11,07-Aug-11,7,1202,234992.32,153.23,5000029875,2008,4,6,Pick-up,2400,TOYOTA,Own Goods,
0,08-Aug-13,07-Aug-14,11,1202,234992.32,3652.57,5000029879,2008,4,6,Pick-up,2400,TOYOTA,Own Goods,140288
0,08-Aug-12,07-Aug-13,11,1202,234992.32,3652.57,5000029879,2008,4,6,Pick-up,2400,TOYOTA,Own Goods,12839.69
0,08-Aug-11,07-Aug-12,11,1202,234992.32,3487.265,5000029879,2008,4,6,Pick-up,2400,TOYOTA,Own Goods,
0,08-Jul-11,07-Aug-11,7,1202,234992.32,148.23,5000029879,2008,4,6,Pick-up,2400,TOYOTA,Own Goods,
2,15-Nov-13,14-Nov-14,8,1202,0,2814.55,5000030101,1977,1,89.5,Truck,11548,FIAT,General Cartage,
2,09-Nov-12,08-Nov-13,8,1202,0,2770.55,5000030101,1977,1,89.5,Truck,11548,FIAT,General Cartage,
2,09-Nov-11,08-Nov-12,8,1202,0,2770.3,5000030101,1977,1,89.5,Truck,11548,FIAT,General Cartage,
0,11-Sep-13,10-Sep-14,1,1202,65000,1537.43,5000030254,1989,4,7,Pick-up,2446,TOYOTA,Own Goods,
0,08-Aug-12,07-Aug-13,1,1202,65000,1537.43,5000030254,1989,4,7,Pick-up,2446,TOYOTA,Own Goods,
0,08-Aug-11,07-Aug-12,1,1202,65000,1333.895,5000030254,1989,4,7,Pick-up,2446,TOYOTA,Own Goods,
0,08-Jul-11,07-Aug-11,1,1202,65000,46,5000030254,1989,4,7,Pick-up,2446,TOYOTA,Own Goods,
0,08-Jul-13,07-Jul-14,80,1202,250000,4576.45,5000030848,2000,11,11,Bus,2389,NISSAN,Own service,
0,08-Jul-12,07-Jul-13,80,1202,250000,4576.45,5000030848,2000,11,11,Bus,2389,NISSAN,Own service,4600
0,08-Jul-11,07-Jul-12,11,1202,200000,3491.486,5000030848,2000,11,11,Bus,2389,NISSAN,Own service,700
0,08-Jul-13,07-Jul-14,80,1202,280000,4976.05,5000030852,2004,11,11,Bus,1998,TOYOTA,Own service,
0,08-Jul-12,07-Jul-13,80,1202,192477.67,4095.12,5000030852,2004,11,11,Bus,1998,TOYOTA,Own service,
0,08-Jul-11,07-Jul-12,11,1202,192477.67,3381.286,5000030852,2004,11,11,Bus,1998,TOYOTA,Own service,
0,19-Sep-12,18-Sep-13,11,1202,500000,12978.23,5000030862,1994,19,19,Bus,2499,IVECO,Own service,15030238.4
0,19-Sep-11,18-Sep-12,11,1202,450000,10645.64,5000030862,1994,19,19,Bus,2499,IVECO,Own service,
0,08-Jul-11,07-Jul-12,11,1202,160000,2948.686,5000030862,1994,19,19,Bus,2499,IVECO,Own service,
0,17-Sep-13,16-Sep-14,6,1202,2445717,622.25,5000030865,1997,2,120,Special construction,15115,CRANE,Special Construction,
0,19-Sep-12,18-Sep-13,6,1202,2445717,14690.45,5000030865,1997,2,120,Special construction,15115,CRANE,Special Construction,
0,08-Jul-13,07-Jul-14,80,1202,250000,5364.05,5000030866,1994,19,19,Bus,2499,TURBO BUS,Own service,
0,08-Jul-12,07-Jul-13,80,1202,250000,5364.05,5000030866,1994,19,19,Bus,2499,TURBO BUS,Own service,
0,08-Jul-11,07-Jul-12,11,1202,160000,2948.686,5000030866,1994,19,19,Bus,2499,TURBO BUS,Own service,
0,17-Sep-13,16-Sep-14,6,1202,4977913,617.25,5000030870,2001,0,16380,Special construction,0,CRANE,Special Construction,
0,19-Sep-12,18-Sep-13,6,1202,4977913,29266.26,5000030870,2001,0,16380,Special construction,0,CRANE,Special Construction,
0,08-Jul-11,07-Jul-12,6,1202,4977913,21455.316,5000030870,2001,0,16380,Special construction,0,CRANE,Special Construction,
0,08-Jul-11,07-Jul-12,11,1202,463000,8318.605,5000030875,1996,45,45,Bus,0,IVECO,Own service,
0,17-Sep-13,16-Sep-14,6,1202,3744220,617.25,5000030876,2000,1,163,Special construction,0,CRANE,Special Construction,
0,19-Sep-12,18-Sep-13,6,1202,3744220,22167.32,5000030876,2000,1,163,Special construction,0,CRANE,Special Construction,
0,08-Jul-11,07-Jul-12,6,1202,3744220,16357.086,5000030876,2000,1,163,Special construction,0,CRANE,Special Construction,
0,08-Jul-11,07-Jul-12,11,1202,469268.41,7068.146,5000030884,2007,11,11,Bus,0,MITSUBISHI,Own service,
0,08-Jul-13,07-Jul-14,80,1202,250000,4576.45,5000030887,1998,11,11,Bus,1998,TOYOTA,Own service,
0,08-Jul-12,07-Jul-13,80,1202,250000,4576.45,5000030887,1998,11,11,Bus,1998,TOYOTA,Own service,
0,08-Jul-11,07-Jul-12,11,1202,157000,2908.726,5000030887,1998,11,11,Bus,1998,TOYOTA,Own service,
0,08-Jul-13,07-Jul-14,80,1202,280000,4976.05,5000030891,2001,11,11,Bus,1998,TOYOTA,Own service,
0,08-Jul-12,07-Jul-13,80,1202,280000,4976.05,5000030891,2001,11,11,Bus,1998,TOYOTA,Own service,
0,08-Jul-11,07-Jul-12,11,1202,156000,2895.406,5000030891,2001,11,11,Bus,1998,TOYOTA,Own service,4600
0,08-Jul-11,07-Jul-12,11,1202,469268.41,8402.105,5000030907,2007,45,45,Bus,0,MERCEEDES,Own service,
2,12-Jul-13,11-Jul-14,6,1202,414000,6536.23,5000031161,2007,0,137.8,Trailers and semitrailers,0,CALABRESE,General Cartage,
2,12-Jul-12,11-Jul-13,6,1202,414000,6307.8,5000031161,2007,0,137.8,Trailers and semitrailers,0,CALABRESE,General Cartage,134407.78
1,13-Jan-12,12-Jan-13,12,1201,0,541.7,5000031161,2007,0,137.8,Trailers and semitrailers,0,CALABRESE,General Cartage,
2,03-Jul-11,02-Jul-12,6,1202,414000,7682.1,5000031161,2007,0,137.8,Trailers and semitrailers,0,CALABRESE,General Cartage,
1,03-Aug-13,02-Aug-14,10,1202,2800000,53819.46,5000031548,2008,1,155.7,Truck,12800,IVECO,General Cartage,
1,03-Aug-12,02-Aug-13,10,1202,2500000,37296.76,5000031548,2008,1,155.7,Truck,12800,IVECO,General Cartage,4681125
1,03-Aug-11,02-Aug-12,10,1202,2500000,34661.992,5000031548,2008,1,155.7,Truck,12800,IVECO,General Cartage,
1,24-Sep-13,23-Sep-14,9,1202,858000,24324.81,5000031823,2008,2,0,Truck,8226,ISUZU,General Cartage,
1,24-Sep-12,23-Sep-13,9,1202,858000,24664.96,5000031823,2008,2,0,Truck,8226,ISUZU,General Cartage,
1,24-Sep-11,23-Sep-12,9,1202,858000,22177.59,5000031823,2008,2,0,Truck,8226,ISUZU,General Cartage,
0,08-Jul-13,07-Jul-14,8,1202,400000,8513.69,5000031827,2003,24,24,Bus,2000,MITSUBISHI,Own service,
0,08-Jul-12,07-Jul-13,8,1202,400000,8973.66,5000031827,2003,24,24,Bus,2000,MITSUBISHI,Own service,
0,08-Jul-11,07-Jul-12,8,1202,400000,7260.416,5000031827,2003,24,24,Bus,2000,MITSUBISHI,Own service,
0,08-Jul-13,07-Jul-14,8,1202,451054.81,13477.64,5000031828,2004,45,45,Bus,2000,MITSUBISHI,Own service,
0,10-Jun-12,09-Jun-13,12,1202,352000,6242.19,5000031870,2008,,399,Bus,0,ISUZU,General Cartage,
0,10-Jun-12,09-Jun-13,12,1202,686000,16248.34,5000031888,2008,1,97261,Truck,9726,SINO,General Cartage,22335.54
0,10-Jun-12,09-Jun-13,12,1202,686000,11379.51,5000031892,2008,0,399,Trailers and semitrailers,0,TRAILER,General Cartage,
1,10-Jan-12,09-Jan-13,12,1202,0,2814.3,5000031976,1979,1,100,Truck,11548,FIAT,General Cartage,
0,22-Jul-11,21-Jul-12,80,1202,279000,9480.776,5000031976,1979,1,100,Truck,11548,FIAT,General Cartage,
0,22-Jul-13,21-Jul-14,80,1202,350000,1993.04,5000031984,1990,1,66.6,Truck,0,IVECO,Own Goods,
0,22-Jul-12,21-Jul-13,80,1202,279000,10034.59,5000031984,1990,1,66.6,Truck,0,IVECO,Own Goods,
0,22-Jul-11,21-Jul-12,80,1202,279000,9496.033,5000031984,1990,1,66.6,Truck,0,IVECO,Own Goods,
0,22-Jul-13,21-Jul-14,80,1202,350000,1993.04,5000031986,1990,1,62.2,Truck,0,IVECO,Own Goods,
0,22-Jul-12,21-Jul-13,80,1202,279000,10034.59,5000031986,1990,1,62.2,Truck,0,IVECO,Own Goods,31407.2
0,22-Jul-11,21-Jul-12,80,1202,279000,9480.776,5000031986,1990,1,62.2,Truck,0,IVECO,Own Goods,
0,22-Jul-13,21-Jul-14,80,1202,220000,4286.13,5000031996,1982,1,100,Truck,0,FIAT,Own Goods,
0,22-Jul-12,21-Jul-13,80,1202,171000,7005.41,5000031996,1982,1,100,Truck,0,FIAT,Own Goods,
0,22-Jul-11,21-Jul-12,80,1202,0,4424.585,5000031996,1982,1,100,Truck,0,FIAT,Own Goods,3000
0,22-Jul-13,21-Jul-14,80,1202,220000,4167.03,5000032000,1990,1,100,Truck,0,FIAT,Own Goods,
0,22-Jul-12,21-Jul-13,80,1202,171000,7005.41,5000032000,1990,1,100,Truck,0,FIAT,Own Goods,
0,22-Jul-11,21-Jul-12,80,1202,0,5486.005,5000032000,1990,1,100,Truck,0,FIAT,Own Goods,
0,08-Jul-12,07-Jul-13,87,1202,360000,5556.4,5000032015,2010,4,5,Pick-up,4164,TOYOTA,Own Goods,
0,08-Jul-11,07-Jul-12,87,1202,360000,5297.854,5000032015,2010,4,5,Pick-up,4164,TOYOTA,Own Goods,9302.17
0,08-Jul-12,07-Jul-13,87,1202,421500,6382.32,5000032018,2010,4,6,Pick-up,2779,TOYOTA,Own Goods,
0,08-Jul-11,07-Jul-12,87,1202,421500,6118.774,5000032018,2010,4,6,Pick-up,2779,TOYOTA,Own Goods,
0,08-Jul-12,07-Jul-13,87,1202,421500,6382.32,5000032022,2010,4,6,Pick-up,2779,TOYOTA,Own Goods,
0,08-Jul-11,07-Jul-12,87,1202,421500,6118.774,5000032022,2010,4,6,Pick-up,2779,TOYOTA,Own Goods,
0,08-Jul-12,07-Jul-13,87,1202,421500,6382.32,5000032026,2010,4,6,Pick-up,2779,TOYOTA,Own Goods,
